ปี,ชื่อ-นามสกุล,ตำแหน่ง,ประเภทกรรมการ,คณะกรรมการ
2557,พันเอก ณรงค์ศักดิ์ ปานพิมพ์,กรรมการ,ผู้ทรงคุณวุฒิด้านการคลัง,คณะกรรมการกองทุนเงินทดแทน
2557,นายชาญวิทย์ ทระเทพ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,นายชาตรี บานชื่น,ประธานกรรมการ,ประธาน,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,นายทรงยศ ชัยชนะ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,นายพรเทพ ศิริวนารังสรรค์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,นายอดุลย์ บัณฑุกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,นายอำนวย กาจีนะ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,ผศ. วีระศักดิ์ จรัสชัยศรี,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,ผู้แทนสำนักงานประกันสังคม,กรรมการและเลขานุการ,เลขานุการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,พลเรือโท วิโรจน์ รุธิรวัฒน์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,พลเอก บุญลือ วงษ์ท้าว,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,รศ. จุฑาไล ตันฑเทอดธรรม,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,รศ. ศุภชัย รัตนมณีฉัตร,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,ศ. พรชัย สิทธิศรัณย์กุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,ศ. สารเนตร์ ไวคกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,ศ. สุนันทา พลปัถพี,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2557,นางจิตรา อยู่ประเสริฐ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นางวารุณี จินารัตน์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นายณรงค์ สหเมธาพัฒน์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นายณรงค์ศักดิ์ อังคะสุวพลา,ประธานกรรมการ,ประธาน,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นายประทีป โภคะกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นายปลื้ม ศุภปัญญา,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นายปิยะ หาญวรวงศ์ชัย,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นายสุพรรณ ศรีธรรมมา,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,ผู้แทนสำนักงานประกันสังคม,กรรมการและเลขานุการ,เลขานุการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,พลตรี สาโรช เขียวขจี,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,พลอากาศตรี ธเนศร์ศักดิ์ วุฒาพิทักษ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,พลเอก ประสาท เหล่าถาวร,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,พลเอก เอกจิต ช่างหล่อ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,รศ. นพ. สุรศักดิ์ ลีลาอุดมลิปิ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,ศ. โชคชัย เมธีไตรรัตน์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2557,นายจรินทร์ งาดีสงวนนาม,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2557,นายชัยพร จันทนา,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2557,นายชินโชติ (ประเทือง) แสงสังข์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2557,นายเดชบุญ มาประเสริฐ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2557,นายบุญยืน สุขใหม่,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2557,นายพิจิตร ดีสุ่ย,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2557,นายสมนึก พิมลเสถียร,ที่ปรึกษาทางเศรษฐศาสตร์,ที่ปรึกษา,คณะกรรมการประกันสังคม
2557,นายสมบูรณ์ ม่วงกล้า,ที่ปรึกษาทางกฎหมาย,ที่ปรึกษา,คณะกรรมการประกันสังคม
2557,นายสมศักดิ์ ถนอมวรสิน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2557,นายสุชาติ ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2557,นายอรรถยุทธ ลียะวณิช,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2557,นายอำพล สิงหโกวินท์,ที่ปรึกษาระบบงานประกันสังคม,ที่ปรึกษา,คณะกรรมการประกันสังคม
2557,พลเอก ประสาท เหล่าถาวร,ที่ปรึกษาทางการแพทย์,ที่ปรึกษา,คณะกรรมการประกันสังคม
2557,รศ. ยงยุทธ แฉล้มวงษ์,ที่ปรึกษาทางการแรงงาน,ที่ปรึกษา,คณะกรรมการประกันสังคม
2557,ร้อยเอกสำเริง ชนะสิทธิ์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2557,นายไกรจักร แก้วนิล,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายชาติพงษ์ จีระพันธุ,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายทวี เตชะธีราวัฒน์,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายประภาส ชัยวัฒนายน,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายปิยะชาติ ชุณหเวชสกุล,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายผดุงศักดิ์ เทพหัสดิน ณ อยุธยา,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายมานะ คุ้มกระโทก,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายรังสฤษฎ์ จันทรัตน์,ประธานกรรมการ,ประธาน,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายสุภัท กุขุน,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายสุวิทย์ ศรีเพียร,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายอนุชิต แก้วต้น,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นายอภิวุฒิ ทองคำ,กรรมการ,กรรมการ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2557,นางนารี บุญธีรวร,อนุกรรมการ,ผู้ทรงคุณวุฒิ,คณะอนุกรรมการบริหารการลงทุน
2557,นางนิยดา เสนีย์มโนมัย,อนุกรรมการและเลขานุการ,ผู้อำนวยการ,คณะอนุกรรมการบริหารการลงทุน
2557,นางปราณิน มุตตาหารัช,อนุกรรมการ,เลขาธิการสำนักงานประกันสังคม,คณะอนุกรรมการบริหารการลงทุน
2557,นางลาวัลย์ ภูวรรณ์,อนุกรรมการ,ผู้แทนกระทรวงการคลัง,คณะอนุกรรมการบริหารการลงทุน
2557,นางสาวเนาวรัตน์ จันทวานิช,อนุกรรมการ,ผู้แทนสำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,คณะอนุกรรมการบริหารการลงทุน
2557,นายจักรพันธ์ ติระศิริชัย,อนุกรรมการ,ผู้แทนตลาดหลักทรัพย์แห่งประเทศไทย,คณะอนุกรรมการบริหารการลงทุน
2557,นายชินโชติ (ประเทือง) แสงสังข์,อนุกรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะอนุกรรมการบริหารการลงทุน
2557,นายเดชบุญ มาประเสริฐ,อนุกรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะอนุกรรมการบริหารการลงทุน
2557,นายพนัส ไทยล้วน,อนุกรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะอนุกรรมการบริหารการลงทุน
2557,นายพิชัย ชุณหวชิร,ประธานอนุกรรมการ,ผู้ทรงคุณวุฒิ,คณะอนุกรรมการบริหารการลงทุน
2557,นายวิน พรหมแพทย์,อนุกรรมการและผู้ช่วยเลขานุการ,หัวหน้ากลุ่มงานลงทุน,คณะอนุกรรมการบริหารการลงทุน
2557,นายสมชาย นินทนาวงศา,อนุกรรมการ,ผู้ทรงคุณวุฒิ,คณะอนุกรรมการบริหารการลงทุน
2557,นายสมนึก พิมลเสถียร,อนุกรรมการ,ผู้ทรงคุณวุฒิ,คณะอนุกรรมการบริหารการลงทุน
2557,นายอรรถยุทธ ลียะวณิช,อนุกรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะอนุกรรมการบริหารการลงทุน
2557,นายอัมพร แสงมณี,อนุกรรมการ,ผู้แทนธนาคารแห่งประเทศไทย,คณะอนุกรรมการบริหารการลงทุน
2556,นพ. ไกรจักร แก้วนิล,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการกองทุนเงินทดแทน
2556,นางพฤฒิพร เนติโพธิ์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการกองทุนเงินทดแทน
2556,นางรัตนา ร่มไทรทอง,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการกองทุนเงินทดแทน
2556,นายณรงค์ บุญเจริญ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการกองทุนเงินทดแทน
2556,นายธำรง คุโณปการ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการกองทุนเงินทดแทน
2556,นายปณพล ธรรมพรหมกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการกองทุนเงินทดแทน
2556,นายประจวบ พิกุล,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการกองทุนเงินทดแทน
2556,นายประสิทธิ์ จงอัศญากุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการกองทุนเงินทดแทน
2556,นายวันชัย ภาววิมล,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการกองทุนเงินทดแทน
2556,นายอนุชิต แก้วต้น,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการกองทุนเงินทดแทน
2556,ผศ. มานวิภา อินทรทัต,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการกองทุนเงินทดแทน
2556,รศ. วิจิตต์ศรี สงวนวงศ์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการกองทุนเงินทดแทน
2556,นายชาตรี บานชื่น,ประธานกรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายนรินทร์ อินทะสะมะกุล,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายมงคล จิวะสันติการ,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายมรุต จิรเศรษฐสิริ,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายวิวัฒน์ วิริยกิจจา,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายสมเกียรติ ฉายะศรีวงศ์,กรรมการ,ผู้แทน สปส.,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายสุขสันต์ กิตติศุภกร,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายอนุเทพ มาโลตรา,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายอัษฎา ตียพันธุ์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,พล.ต.ท. ภาสกร รักษ์กุล,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,พล.ต.ท.หญิง พจนี สุนทรเกตุ,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,รศ. ศุภชัย ถนอมทรัพย์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,รศ. ศุภชัย รัตนมณีฉัตร,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,ศ. สารเนตร์ ไวคกุล,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2556,นายโชคชัย เมธีไตรรัตน์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายประดิษฐ สินธวานนท์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายปลื้ม ศุภปัญญา,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายปิยะ หาญวรวงศ์ชัย,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายไพจิตร์ วราชิต,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายเรวัต วิศรุตเวช,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายสมเกียรติ ฉายะศรีวงศ์,กรรมการ,ผู้แทน สปส.,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายเสรี ตู้จินดา,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายอำนวย กาจีนะ,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นายอุดม อัศวุตมางกุร,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,พญ. วิลาวัณย์ จึงประเสริฐ,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,พล.ต.ต. วรพนธ์ พงศ์ไพฑูรย์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,พล.อ. สหชาติ พิพิธกุล,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,พล.อ.อ. อิทธพร คณะเจริญ,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,ศ. เหลือพร ปุณณกันต์,ประธานกรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2556,นพ. เจษฎา โชคดำรงสุข,ที่ปรึกษา,ผู้ทรงคุณวุฒิ,คณะกรรมการประกันสังคม
2556,นายชวลิต อาคมธน,ที่ปรึกษา,ผู้ทรงคุณวุฒิ,คณะกรรมการประกันสังคม
2556,นายทวี เตชะธีราวัฒน์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2556,นายธานี แตงจีน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2556,นายนคร สุทธิประวัติ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2556,นายประชุม ทองมี,ที่ปรึกษา,ผู้ทรงคุณวุฒิ,คณะกรรมการประกันสังคม
2556,นายประทักษ์ สิมะพิชัยเชษฐ,ที่ปรึกษา,ผู้ทรงคุณวุฒิ,คณะกรรมการประกันสังคม
2556,นายประภาส ชัยวัฒนายน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2556,นายพนัส ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2556,นายยุทธพงษ์ ไพรวรรณ์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2556,นายวรพงษ์ ระวิรัชต์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2556,นายวัลลภ กิ่งชาญศิลป์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2556,นายสุรัตน์ จันทร์วันเพ็ญ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2556,นายอรรถยุทธ ลียะวณิช,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2556,พล.ต.ต. ชัยวัฒน์ เกตุวรชัย,ที่ปรึกษา,ผู้ทรงคุณวุฒิ,คณะกรรมการประกันสังคม
2556,นพ. พรเทพ ศิริวนารังสรรค์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายชาติพงษ์ จีระพันธุ,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายธรรมรงค์ มุลิกลัด,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายปัณณพงศ์ อิทธิ์อรรถนนท์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายปิยะชาติ ชุณหเวชสกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายผดุงศักดิ์ เทพหัสดิน ณ อยุธยา,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายรังสฤษฎ์ จันทรัตน์,ประธานกรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายวัชรพล บุษมงคล,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายวิรัช พยุงวงษ์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายสุชาติ ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายเสริมเกียรติ วรดิษฐ์,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2556,นายอภิวุฒิ ทองคำ,กรรมการ,ผู้ทรงคุณวุฒิ,คณะกรรมการอุทธรณ์กองทุนประกันสังคม
2555,นางปรีติพร เนติโพธิ,กรรมการ,กรรมการ,คณะกรรมการกองทุนเงินทดแทน
2555,นางรัตนา ร่มไทรทอง,กรรมการ,กรรมการ,คณะกรรมการกองทุนเงินทดแทน
2555,นายไกรจักร แก้วนิล,กรรมการ,กรรมการ,คณะกรรมการกองทุนเงินทดแทน
2555,นายณรงค์ บุญเจริญ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการกองทุนเงินทดแทน
2555,นายดำรงค์ กุลพอค,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการกองทุนเงินทดแทน
2555,นายปณภพ ธรรมพรหมกุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการกองทุนเงินทดแทน
2555,นายประจวบ พิกุล,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการกองทุนเงินทดแทน
2555,นายประสิทธิ์ จงอัศญากุล,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการกองทุนเงินทดแทน
2555,นายวรรณชัย ภววิมล,กรรมการ,กรรมการ,คณะกรรมการกองทุนเงินทดแทน
2555,นายอนุชิต แก้วต้น,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการกองทุนเงินทดแทน
2555,รศ.ดร.วิจิตต์ศรี สงวนวงศ์,กรรมการ,กรรมการ,คณะกรรมการกองทุนเงินทดแทน
2555,รศ.มัญวิภา อินทรดาษ,กรรมการ,กรรมการ,คณะกรรมการกองทุนเงินทดแทน
2555,นาย นรินทร์ อินทรสมกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นายชาติรี บัญชุอิน,ประธานกรรมการ,ประธาน,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นายมารุต จิรัศรัตน์ศิริ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นายวิวัฒน์ วิริยกิจจา,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นายสมเกียรติ ชยาศิรวงศ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นายสุขสันต์ กิตติศุภกร,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นายอนุเทพ มัลโฮตรา,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นายอัษฎา ตีญญาพันธ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,พล.ต. มงคล จีวสันติการ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,พล.ต.ท. พจนิษฐ์ สุนทรเกตุ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,พล.ต.ท. ภาสกร รักษ์กุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,รศ.สุพชัย ถนอมทรัพย์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,รศ.สุพชัย รัตนมณีฉัตร,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,ศ. สารนาถ ไวกกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,ศ. สารเนตร์ ไวคกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,สำนักงานประกันสังคม,กรรมการและเลขานุการ,เลขานุการ,คณะกรรมการการแพทย์กองทุนเงินทดแทน
2555,นางวิลาวัณย์ จึงประเสริฐ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายโชคชัย มีธีตรัยฤทธิ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายประดิษฐ สินธวานนท์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายปลื้ม สุภปัญญา,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายปิยะ หันวรวงศ์ชัย,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายไพจิตร์ วราชิต,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายเรวัต วิศรุตเวช,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายลือพร พรรณกาญจนา,ประธานกรรมการ,ประธาน,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายศรี ตุชินดา,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายสมเกียรติ ชยาศิรวงศ์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายอาคาร รัตนรังษี,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายอำนวย กาจีนะ,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,พล.ต.ต.วรพจน์ พงษ์ไพฑูรย์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,พล.อ. สหชาติ พิพิธกุล,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,พล.อ.ต.อิฐพร คณาจารย์,กรรมการ,กรรมการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,สำนักงานประกันสังคม,กรรมการและเลขานุการ,เลขานุการ,คณะกรรมการการแพทย์กองทุนประกันสังคม
2555,นายเจษฎา โชคดำรงสุข,ที่ปรึกษาด้านการแพทย์,ที่ปรึกษา,คณะกรรมการประกันสังคม
2555,นายชวลิต อาคมธน,ที่ปรึกษาระบบงานประกันสังคม,ที่ปรึกษา,คณะกรรมการประกันสังคม
2555,นายทวี เตชะธีราวัฒน์,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2555,นายธานี ตั้งจิน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2555,นายนคร สุทธิประวัติ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2555,นายประชุม ทองมี,ที่ปรึกษาด้านกฎหมาย,ที่ปรึกษา,คณะกรรมการประกันสังคม
2555,นายประภาส ชัยวัฒนายน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2555,นายปรัธน ศิริพิชญ์เจษฎ์,ที่ปรึกษาด้านบริหารธุรกิจ,ที่ปรึกษา,คณะกรรมการประกันสังคม
2555,นายพนัส ไทยล้วน,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2555,นายยุทธพงศ์ ปริวัน,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2555,นายวรพงศ์ ระวิรัชต์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2555,นายวัลลภ กิ่งชาญศิลป์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
2555,นายสุรัตน์ จันทร์วันเพ็ญ,กรรมการ,ผู้แทนฝ่ายผู้ประกันตน,คณะกรรมการประกันสังคม
2555,นายอรรถยศ ลีวาณิชย์,กรรมการ,ผู้แทนฝ่ายนายจ้าง,คณะกรรมการประกันสังคม
